country,city,update_time_utc,jams_delay,traffic_index_live,jams_lenght_kms,jams_count,traffic_index_week_ago,update_time_utc_week_ago,travel_time_live_per_10_kms_mins,travel_time_historic_per_10_kms_mins,mins_delay,year
LUX,luxembourg,2024-10-09 05:46:30.000,190.8,57.0,45.1,44.0,48.0,2024-10-02 05:46:30.000,17.509360973565343,15.086662907503053,2.4226980660622903,2024
FRA,nice,2024-12-26 22:01:00.000,3.8,1.0,0.4,1.0,7.0,2024-12-19 22:16:30.001,15.07608691672864,15.665689592573797,-0.5896026758451569,2024
NLD,the-hague,2025-01-12 17:01:30.000,18.7,24.0,1.4,5.0,19.0,2025-01-05 17:01:30.000,14.767367844012186,14.435224748358122,0.3321430956540645,2025
GBR,london,2024-10-07 14:45:59.151,4729.0,49.0,651.1,1177.0,50.0,2024-09-30 14:46:03.731,20.1974359350826,18.474462625503246,1.7229733095793556,2024
CZE,brno,2024-10-08 21:01:30.001,0.0,6.0,0.0,0.0,1.0,2024-10-01 21:01:30.001,11.18813515691092,10.715868375212612,0.4722667816983055,2024
GBR,bristol,2024-10-20 11:31:00.000,292.3,50.0,41.0,65.0,30.0,2024-10-13 11:46:11.211,19.482945189191533,16.14870088143743,3.3342443077541013,2024
USA,tulsa,2024-12-03 00:01:15.253,73.0,31.0,18.5,21.0,24.0,2024-11-26 00:00:48.363,12.24915005665368,10.76239465347901,1.486755403174671,2024
DEU,augsburg,2024-11-30 18:01:11.167,24.1,29.0,1.9,5.0,21.0,2024-11-23 18:01:12.666,14.600056181516052,13.307893833935855,1.2921623475801969,2024
JPN,sapporo,2024-11-30 11:01:00.000,46.4,18.0,4.7,12.0,20.0,2024-11-23 11:16:00.000,21.049825162651388,21.72019033445061,-0.6703651717992223,2024
FRA,lille,2024-12-18 10:31:00.442,63.3,21.0,8.0,24.0,21.0,2024-12-11 10:16:02.448,14.524640344615667,14.072753990368923,0.4518863542467457,2024
NZL,tauranga,2025-01-01 10:01:30.000,2.8,5.0,0.2,1.0,2.0,2024-12-25 10:01:30.001,12.6883974618735,12.139521534435396,0.5488759274381056,2025
ESP,madrid,2024-11-12 06:46:00.001,1305.9,41.0,399.4,323.0,44.0,2024-11-05 06:46:00.001,13.676118402244107,12.03200581033424,1.6441125919098685,2024
USA,chicago,2025-01-03 20:46:00.000,691.2,30.0,220.9,194.0,42.0,2024-12-27 20:46:00.001,15.180422637276225,16.13074927591628,-0.9503266386400568,2025
GBR,london,2024-11-09 16:01:04.854,2642.2,42.0,338.6,675.0,43.0,2024-11-02 16:46:01.817,19.730421623077525,18.408892702785305,1.32152892029222,2024
CHE,lugano,2024-10-09 17:01:30.000,31.9,51.0,6.2,12.0,56.0,2024-10-02 17:01:30.000,18.88352951007577,16.2590323536117,2.62449715646407,2024
AUS,melbourne,2024-10-22 23:01:04.347,547.7,41.0,106.8,162.0,40.0,2024-10-15 23:01:00.000,16.915699174950895,15.390379147569142,1.5253200273817529,2024
USA,philadelphia,2024-12-08 18:00:34.562,24.2,14.0,3.2,10.0,18.0,2024-12-01 18:00:58.161,10.972821019726986,10.758218608746052,0.2146024109809339,2024
CHE,geneva,2024-11-15 13:16:30.000,112.9,42.0,14.4,31.0,41.0,2024-11-08 13:46:30.000,21.936220828173653,20.27846174479513,1.6577590833785223,2024
JPN,sapporo,2024-10-24 01:01:10.072,129.5,32.0,17.1,40.0,31.0,2024-10-17 01:01:10.631,22.972371321885426,23.250182173907184,-0.2778108520217621,2024
